lineId,lineName,startNode,startName,stopNode,stopName
116812115334925783,3156永夏1线,117375065288348217,陕西.永康变1号主变-高,117375065288346599,陕西.夏州变1号站用变-高
116812115334925827,31615素当线,117375065288346301,陕西.乌素变1号主变-高,117375065288344962,陕西.大保当变1号主变-高
116812115334925828,31615当素线,117375065288344962,陕西.大保当变1号主变-高,117375065288346301,陕西.乌素变1号主变-高
116812115334925877,31616当漠线,117375065288344962,陕西.大保当变1号主变-高,117375065288346102,陕西.漠海变3号主变-高
116812115334925878,31616漠当线,117375065288346102,陕西.漠海变3号主变-高,117375065288344962,陕西.大保当变1号主变-高
116812115334925883,3S1815富腾1线,117375065288346003,陕西.富平变1号主变-高,117375065288348255,陕西.腾飞变2号主变-高
116812115334925885,3S1816富泾2线,117375065288346003,陕西.富平变1号主变-高,117375065288346683,陕西.泾渭变1号站用变-高
116812115334925887,3163富蒲1线,117375065288346003,陕西.富平变1号主变-高,117375065288343823,陕西.蒲城电厂1号甲启备变-高
116812115334925911,314102鹤咸1线,117375065288346015,陕西.鹤城变1号主变-高,117375065288345400,陕西.咸林变2号主变-高
116812115334925913,31620鹤香线,117375065288346015,陕西.鹤城变1号主变-高,117375065288345499,陕西.香溪变1号主变-高
116812115334925915,3S1801鹤江线,117375065288346015,陕西.鹤城变1号主变-高,117375065288346519,陕西.丹江电厂0号启备变-高
116812115334926039,3112现黄1线,117375065288346132,陕西.吉现变1号主变-高,117375065288343568,陕西.黄陵变1号主变-高
116812115334926043,3171现洛1线,117375065288346132,陕西.吉现变1号主变-高,117375065288345312,陕西.洛川变#1站用
116812115334926069,31621玄草1线,117375065288348618,陕西.玄武变1号主变-高,117375065288343951,陕西.草滩变1号主变-高
116812115334926071,3862玄北1线,117375065288348618,陕西.玄武变1号主变-高,117375065288343737,陕西.北郊变1号主变-高
116812115334926139,31757墩义1线,117375065288346338,陕西.光义变1号主变-高,117375065288348233,陕西.元墩变1号主变-高
116812115334926151,31129墩武1线,117375065288348233,陕西.元墩变1号主变-高,117375065288344609,陕西.武侯变1号主变-高
116812115334926158,30622地延线,117375065288347495,陕西.圣地电厂0号启备变-高,117375065288344910,陕西.延安变1号主变-高
116812115334926160,31637地朱线,117375065288347495,陕西.圣地电厂0号启备变-高,117375065288343981,陕西.朱家变1号主变-高
116812115334926167,31732乾骆1线,117375065288345060,陕西.乾县变1号站用变-高,117375065288348569,陕西.古骆变1号主变-高
116812115334926168,31732骆乾1线,117375065288348569,陕西.古骆变1号主变-高,117375065288345060,陕西.乾县变1号站用变-高
116812115334926171,31537尖夏线,117375065288346247,陕西.尖山变2号主变-高,117375065288346599,陕西.夏州变1号站用变-高
116812115334926173,31636尖边线,117375065288346247,陕西.尖山变2号主变-高,117375065288345637,陕西.定边变1号主变-高
116812115334926175,31646尖樊线,117375065288346247,陕西.尖山变2号主变-高,117375065288346360,陕西.樊学变1号主变-高
116812115334926176,31646尖樊线,117375065288346360,陕西.樊学变1号主变-高,117375065288346247,陕西.尖山变2号主变-高
116812115334926185,31730归段2线,117375065288346275,陕西.归心变1号主变-高,117375065288343652,陕西.段家变1号主变-高
116812115334926187,31729归雍线,117375065288346275,陕西.归心变1号主变-高,117375065288343585,陕西.雍城变1号主变-高
116812115334926191,3S2305归陈线,117375065288346275,陕西.归心变1号主变-高,117375065288348576,陕西.陈仓变1号主变-高
116812115334926263,3S1730云榆1线,117375065288346358,陕西.青云电厂0号启备变-高,117375065288343598,陕西.榆林变1号主变-高
116812115334926265,3984云横1线,117375065288346358,陕西.青云电厂0号启备变-高,117375065288346358,陕西.青云电厂0号启备变-高
116812115334926336,3865谷庄1线,117375065288346393,陕西.云谷变2号主变-高,117375065288343634,陕西.庄头变1号主变-高
116812115334926340,3S1734谷沣2线,117375065288346393,陕西.云谷变2号主变-高,117375065288343697,陕西.沣河变1号主变-高
116812115334926344,3S1735谷瑞1线,117375065288346393,陕西.云谷变2号主变-高,117375065288348271,陕西.瑞良变2号主变-高
116812115334926345,3S2210乾瑞1线,117375065288345060,陕西.乾县变1号站用变-高,117375065288348271,陕西.瑞良变2号主变-高
116812115334926400,31727聂怀1线,117375065288344021,陕西.聂刘变1号主变-高,117375065288346431,陕西.怀德电厂0号启备变-高
116812115334926401,31727怀聂1线,117375065288346431,陕西.怀德电厂0号启备变-高,117375065288344021,陕西.聂刘变1号主变-高
116812115334926424,3S1737延朱线,117375065288344910,陕西.延安变1号主变-高,117375065288343981,陕西.朱家变1号主变-高
116812115334926425,3S1737朱延线,117375065288343981,陕西.朱家变1号主变-高,117375065288344910,陕西.延安变1号主变-高
116812115334926490,3S1801江鹤线,117375065288346519,陕西.丹江电厂0号启备变-高,117375065288346015,陕西.鹤城变1号主变-高
116812115334926492,3S1802江张1线,117375065288346519,陕西.丹江电厂0号启备变-高,117375065288343731,陕西.张村变1号主变-高
116812115334926493,31617张鹤1线,117375065288343731,陕西.张村变1号主变-高,117375065288346015,陕西.鹤城变1号主变-高
116812115334926514,3S1805游宝1线,117375065288346561,陕西.麟游电厂0号启备变-高,117375065288345518,陕西.宝鸡换流站#1站用变
116812115334926515,3S1805宝游1线,117375065288345518,陕西.宝鸡换流站#1站用变,117375065288346561,陕西.麟游电厂0号启备变-高
116812115334926536,31517郡郝线,117375065288346565,陕西.上郡变1号主变-高,117375065288344703,陕西.郝家变1号主变-高
116812115334926538,30711郡神线,117375065288346565,陕西.上郡变1号主变-高,117375065288343628,陕西.神木变1号主变-高
116812115334926552,3S1807夏渠线,117375065288347255,陕西.路渠变1号主变-高,117375065288346599,陕西.夏州变1号站用变-高
116812115334926554,31537夏尖线,117375065288346599,陕西.夏州变1号站用变-高,117375065288346247,陕西.尖山变2号主变-高
116812115334926556,3S1808夏边1线,117375065288346599,陕西.夏州变1号站用变-高,117375065288345637,陕西.定边变1号主变-高
116812115334926560,3156夏永1线,117375065288346599,陕西.夏州变1号站用变-高,117375065288348217,陕西.永康变1号主变-高
116812115334926564,3155夏统1线,117375065288346599,陕西.夏州变1号站用变-高,117375065288346459,陕西.统万变1号主变-高
116812115334926568,3S1804边公线,117375065288345637,陕西.定边变1号主变-高,117375065288347827,陕西.公布井变1号主变-高
116812115334926569,3S1804公边线,117375065288347827,陕西.公布井变1号主变-高,117375065288345637,陕西.定边变1号主变-高
116812115334926605,3S1811泾聂1线,117375065288346683,陕西.泾渭变1号站用变-高,117375065288344021,陕西.聂刘变1号主变-高
116812115334926611,3S1922泾奥1线,117375065288346683,陕西.泾渭变1号站用变-高,117375065288346886,陕西.奥体变1号主变-高
116812115334926615,3S2203泾腾1线,117375065288346683,陕西.泾渭变1号站用变-高,117375065288348255,陕西.腾飞变2号主变-高
116812115334926617,3S1816泾富2线,117375065288346683,陕西.泾渭变1号站用变-高,117375065288346003,陕西.富平变1号主变-高
116812115334926623,3S1814泾化线,117375065288346683,陕西.泾渭变1号站用变-高,117375065288345394,陕西.煤化变1号主变-高
116812115334926631,3S2205泾玄2线,117375065288346683,陕西.泾渭变1号站用变-高,117375065288348618,陕西.玄武变1号主变-高
116812115334926634,3S2204泾玄1(泾林段)线,117375065288346683,陕西.泾渭变1号站用变-高,117375065288349010,陕西.林溪林溪高抗站
116812115334926695,3S1907洛壶2线,117375065288345312,陕西.洛川变#1站用,117375065288347835,陕西.壶口变1号主变-高
116812115334926701,3S1903朱肤1线,117375065288343981,陕西.朱家变1号主变-高,117375065288346777,陕西.肤施变1号主变-高
116812115334926702,3S1903肤朱1线,117375065288346777,陕西.肤施变1号主变-高,117375065288343981,陕西.朱家变1号主变-高
116812115334926705,3S1910方崖牵1线,117375065288347410,陕西.方河变2号主变-高,117375065288344910,陕西.延安变1号主变-高
116812115334926711,30540方统线,117375065288347410,陕西.方河变2号主变-高,117375065288346459,陕西.统万变1号主变-高
116812115334926713,3S1905肤壶1线,117375065288346777,陕西.肤施变1号主变-高,117375065288347835,陕西.壶口变1号主变-高
116812115334926714,3S1905壶肤1线,117375065288347835,陕西.壶口变1号主变-高,117375065288346777,陕西.肤施变1号主变-高
116812115334926727,3S1901方永1线,117375065288347410,陕西.方河变2号主变-高,117375065288348217,陕西.永康变1号主变-高
116812115334926785,3S1901永方1线,117375065288348217,陕西.永康变1号主变-高,117375065288347410,陕西.方河变2号主变-高
116812115334926798,3S2101乐林1线,117375065288346827,陕西.乐天电厂0号启备变-高,117375065288349010,陕西.林溪林溪高抗站
116812115334926800,3S1920乐渭1线,117375065288346827,陕西.乐天电厂0号启备变-高,117375065288343691,陕西.渭南变1号主变-高
116812115334926804,30524乐北2线,117375065288346827,陕西.乐天电厂0号启备变-高,117375065288343737,陕西.北郊变1号主变-高
116812115334926836,3S1906壶洛1线,117375065288347835,陕西.壶口变1号主变-高,117375065288345312,陕西.洛川变#1站用
116812115334926839,3995栖硖1线,117375065288346853,陕西.栖凤变1号主变-高,117375065288344996,陕西.硖石变1号主变-高
116812115334926841,3S1926栖汉1线,117375065288346853,陕西.栖凤变1号主变-高,117375065288343676,陕西.汉中变1号主变-高
116812115334926859,3S1929山训3线,117375065288349008,陕西.南山变1号主变,117375065288346865,陕西.训善变1号主变-高
116812115334926860,3S1929训山3线,117375065288346865,陕西.训善变1号主变-高,117375065288349008,陕西.南山变1号主变
116812115334926897,31118沙当1线,117375065288346879,陕西.沙井变2号主变-高,117375065288344962,陕西.大保当变1号主变-高
116812115334926901,3S2016沙凯1线,117375065288346879,陕西.沙井变2号主变-高,117375065288348643,陕西.凯歌变1号主变-高
116812115334926975,3S1922奥泾1线,117375065288346886,陕西.奥体变1号主变-高,117375065288346683,陕西.泾渭变1号站用变-高
116812115334926979,30830奥北1线,117375065288346886,陕西.奥体变1号主变-高,117375065288343737,陕西.北郊变1号主变-高
116812115334927045,3S2012稷乾2线,117375065288347015,陕西.后稷变2号主变-高,117375065288345060,陕西.乾县变1号站用变-高
116812115334927046,3S2012乾稷2线,117375065288345060,陕西.乾县变1号站用变-高,117375065288347015,陕西.后稷变2号主变-高
116812115334927059,3S2004月喜线,117375065288347030,陕西.月河变1号主变-高,117375065288343972,陕西.喜河电厂1号主变-高
116812115334927063,31732安康1线,117375065288347030,陕西.月河变1号主变-高,117375065288343836,陕西.安康电厂1号主变-高
116812115334927085,3S2013曹夏1线,117375065288347042,陕西.曹城变1号主变-高,117375065288346599,陕西.夏州变1号站用变-高
116812115334927086,3S2013夏曹1线,117375065288346599,陕西.夏州变1号站用变-高,117375065288347042,陕西.曹城变1号主变-高
116812115334927129,3S2099万桥线,117375065288347087,陕西.万泉变1号主变-高,117375065288343562,陕西.桥陵变1号主变-高
116812115334927131,30620万蒲线,117375065288347087,陕西.万泉变1号主变-高,117375065288343823,陕西.蒲城电厂1号甲启备变-高
116812115334927191,3S2303朔凯1线,117375065288347139,陕西.朔方变1号站用变-高,117375065288348643,陕西.凯歌变1号主变-高
116812115334927195,3S1924朔神1线,117375065288347139,陕西.朔方变1号站用变-高,117375065288343628,陕西.神木变1号主变-高
116812115334927199,3S2113朔郡线,117375065288347139,陕西.朔方变1号站用变-高,117375065288346565,陕西.上郡变1号主变-高
116812115334927200,3S2113郡朔线,117375065288346565,陕西.上郡变1号主变-高,117375065288347139,陕西.朔方变1号站用变-高
116812115334927233,3S2015永白2线,117375065288348217,陕西.永康变1号主变-高,117375065288347398,陕西.白石变2号主变-高
116812115334927234,3S2015白永2线,117375065288347398,陕西.白石变2号主变-高,117375065288348217,陕西.永康变1号主变-高
116812115334927430,3S2101林乐1线,117375065288349010,陕西.林溪林溪高抗站,117375065288346827,陕西.乐天电厂0号启备变-高
116812115334927432,3866林北1线,117375065288349010,陕西.林溪林溪高抗站,117375065288343737,陕西.北郊变1号主变-高
116812115334927455,30830奥北1(奥林段)线,117375065288346886,陕西.奥体变1号主变-高,117375065288349010,陕西.林溪林溪高抗站
116812115334927487,3S2019屏香1线,117375065288347497,陕西.锦屏变1号主变-高,117375065288345499,陕西.香溪变1号主变-高
116812115334927488,3S2019香屏1线,117375065288345499,陕西.香溪变1号主变-高,117375065288347497,陕西.锦屏变1号主变-高
116812115334927495,3S2103寨训1线,117375065288343966,陕西.河寨变1号主变-高,117375065288346865,陕西.训善变1号主变-高
116812115334927654,3S2110澎池1线,117375065288346865,陕西.训善变1号主变-高,117375065288343963,陕西.池阳变1号主变-高
116812115334927669,3S2108澎沣1线,117375065288346865,陕西.训善变1号主变-高,117375065288343697,陕西.沣河变1号主变-高
116812115334927677,3911澎热1线,117375065288346865,陕西.训善变1号主变-高,117375065288344658,陕西.渭河热电厂0号启备变-高
